#------------------------------------------------------------------------
-------
# LIST OF STATIONS PROPOSED FOR IGS REPRO3, SORTED BY PRIORITY LEVELS
#------------------------------------------------------------------------
-------
#
# - pr : priority level [1-11]
# - code : 4-char station ID
# - net : network ID
#
# Priority levels (number of stations in each level):
# - 1 (66) : A revised/simplified version of the IGS14 core network. The
aim of
# this minimalist selection of well-distributed RF stations
is
# twofold: a) allow the alignment of the AC repro3 solutions
to
# IGS14, and b) ensure an overlap between the different AC
solutions
# necessary for their combination. Note that some priority 1
# stations are meant to be used one after the other (e.g.,
CHAT then
# CHTI).
# - 2 (103): GNSS stations for which a local tie to a DORIS, SLR or VLBI
# station is available. Those are of course fundamental to
the
# construction of ITRF2020. In case several GNSS stations are
tied
# to the same DORIS, SLR or VLBI station, only one of them
was given
# priority 2, while the others were given priority 3.
# - 3 (52) : a) Remaining GNSS stations for which a local tie to a
DORIS, SLR
# or VLBI station is available. Those are important since
they bring
# redundancy at some co-location sites.
# b) GNSS stations co-located, but not tied to a DORIS, SLR
or VLBI
# station. Those are important since they bring at least
inter-
# technique velocity constraints at co-location sites where
no local
# tie is available.
# - 4 (122): Remaining IGS14 stations. Useful to allow better alignments
of the
# AC repro3 solutions to IGS14 than with the priority 1
stations
# only. Also natural good candidates for the next IGS RF.
# - 5 (86) : Other IGS stations that would be good candidates for the
next IGS
# RF, i.e. with long, stable time series, and either located
in
# areas not well covered by IGS14 or deemed useful by APREF,
EUREF,
# SIRGAS or SONEL.
# - 6 (10) : Ten fundamental CORS stations of special interest to NGS.
# - 7 (66) : A handpicked selection of stations proposed by APREF,
EUREF, NGS,
# SIRGAS and SONEL, which nicely complement the geographical
# distribution of the higher priority stations.
# - 8 (28) : Other non-IGS stations with nice time series, located in
areas
# not well covered by higher priority stations.
# - 9 (324): The remaining stations proposed by APREF, BKG, EUREF, NGS,
NRCAN,
# SIRGAS and SONEL.
# - 10 (65) : Even more (low-priority) Australian stations proposed by
APREF.
# - 11 (290): All remaining IGS stations. Those are of little interest
from the
# RF point of view. However, having them included in repro3
would
# allow to fulfill the recommendation made by the
Infrastructure
# Committee at the IGS 2017 Workshop "to provide [...] weekly
# positions for ALL IGS network stations", at least over the
repro3
# period.
#
# Links to site logs of each network:
# - apref : ftp://ftp.ga.gov.au/geodesy-outgoing/gnss/logs
# - epn : ftp://epncb.oma.be/pub/station/log
# - geonet : ftp://ftp.geonet.org.nz/gps/sitelogs/logs
# - gref : ftp://igs.bkg.bund.de/GREF/station
# - igs : ftp://igs.org/pub/station/log
# - igsold : ftp://igs.org/pub/station/oldlog
# - ngs : ftp://www.ngs.noaa.gov/cors/station_log
# - nrcan : ftp://rtopsdata1.geod.nrcan.gc.ca/gps/station_logs
# - oafa : http://ramsac.ign.gob.ar/ver_formulario_igs.php?e=T0FGQQ==
# - sirgas : ftp://ftp.sirgas.org/pub/gps/DGF/station/log
# - sonel : ftp://ftp.sonel.org/meta/gpslog
# - ucsd : ftp://garner.ucsd.edu/pub/docs/station_logs
# - unavco : ftp://data-out.unavco.org/pub/logs
#
# Links to RINEX files of each network:
# - apref : ftp://ftp.ga.gov.au/geodesy-outgoing/gnss/data/daily
# - epn : ftp://ftp.epncb.oma.be/pub/obs
# - geonet : ftp://ftp.geonet.org.nz/gps
# - gref : ftp://igs.bkg.bund.de/GREF/obs
# - igs : ftp://cddis.gsfc.nasa.gov/pub/gps/data/daily
# ftp://igs.ensg.ign.fr/pub/igs/data/
# ftp://gssc.esa.int/gnss/data
# ftp://lox.ucsd.edu/pub/rinex
# ftp://nfs.kasi.re.kr/
# ftp://igs.gnsswhu.cn/
# - igsold : ftp://cddis.gsfc.nasa.gov/pub/gps/data/daily
# ftp://igs.ensg.ign.fr/pub/igs/data/
# ftp://gssc.esa.int/gnss/data
# ftp://lox.ucsd.edu/pub/rinex
# ftp://nfs.kasi.re.kr/
# ftp://igs.gnsswhu.cn/
# - ngs : ftp://www.ngs.noaa.gov/cors/rinex
# - nrcan : ftp://rtopsdata1.geod.nrcan.gc.ca/gps/data/gpsdata
# - oafa : ftp://ftp.unsj.edu.ar/agrimensura/EstacionPermanente OAFA
# - sirgas : ftp://igs.ign.fr/pub/igs/data
# - sonel : ftp://ftp.sonel.org/gps/data
# - ucsd : ftp://garner.ucsd.edu/pub/rinex
# - unavco : ftp://data-out.unavco.org/pub
#
#------------------------------------------------------------------------
  pr  code   net       lat(deg)    lon(deg) 
  9   SHEE   sonel      51.4457      0.7434 
  9   SHK5   ngs        40.4715    -74.0116 
  9   SHOE   epn        51.5548      0.8270 
  9   SIHS   ngs        31.8434    -91.6554 
  9   SJDV   epn        45.8791      4.6766 
  9   SKE0   epn        64.8792     21.0483 
  9   SMAR   sirgas    -29.7189    -53.7166 
  9   SMID   epn        55.6406      9.5593 
  9   STVI   ngs        18.3401    -64.9745 
  9   SULD   epn        56.8418      9.7422 
  9   SUP2   ngs        45.7495    -87.0735 
  9   SWAS   epn        51.5655     -3.9818 
  9   TALO   nrcan      62.4898    103.2822 
  9   TAUP   apref     -38.7427    176.0810 
  9   TERS   epn        53.3627      5.2194 
  9   TGDE   sonel      58.0064      7.5548 
  9   TKTO   nrcan      62.4898    103.2822 
  9   TN23   ngs        35.9196    -84.9993 
  9   TN36   ngs        35.2558    -87.3260 
  9   TOBY   nrcan      45.2568     81.6628 
  9   TONO   ngs        38.0972   -117.1840 
  9   TRNG   apref     -37.7288    176.2609 
  9   TSEA   ngs        61.1873   -149.8950 
  9   TUBO   epn        49.2059     16.5928 
  9   TUCU   sirgas    -26.8433    -65.2304 
  9   TUKT   nrcan      69.4382   -132.9943 
  9   TXFS   ngs        30.8939   -102.8665 
  9   TXHO   ngs        29.3439    -99.1344 
  9   TXKM   ngs        31.8426   -103.1087 
  9   TXTY   ngs        32.2496    -95.3936 
  9   USAL   epn        40.3349     18.1115 
  9   UYTA   sirgas    -31.6831    -55.9375 
  9   VALE   epn        39.4808     -0.3377 
  9   VALP   igsold    -33.0272    -71.6261 
  9   VAR1   sonel      70.3750     31.1040 
  9   VBCA   sirgas    -38.7008    -62.2692 
  9   VEN1   epn        45.4306     12.3541 
  9   VFCH   epn        47.2942      1.7197 
  9   VIKC   sonel      64.8637     11.2421 
  9   VIKH   ngs        17.7162    -64.7981 
  9   VIL0   epn        64.6978     16.5599 
  9   VITH   ngs        18.3433    -64.9692 
  9   VLNS   epn        54.6531     25.2987 
  9   WAIM   apref     -44.6557    170.9203 
  9   WANG   apref     -39.7869    174.8214 
  9   WARE   epn        50.6899      5.2453 
  9   WEST   apref     -41.7447    171.8062 
  9   WEYB   sonel      52.9449      1.1303 
  9   WGTT   apref     -41.2904    174.7816 
  9   WHKT   apref     -37.9817    177.0139 
  9   WHNG   apref     -35.8038    174.3146 
  9   WIL1   ngs        41.3053    -76.0153 
  9   WILU   apref     -26.6257    120.2184 
  9   WINN   nrcan      49.9006     97.2595 
  9   WYLC   ngs        41.1045   -104.7754 
  9   YCBA   sirgas    -22.0171    -63.6800 
  9   YEEL   apref     -34.1442    135.7844 
  9   YEMA   sirgas    -24.2807    -61.2365 
  9   ZARA   epn        41.6334     -0.8822 
  9   ZDC1   ngs        39.1016    -77.5427 
  10  ANDA   apref     -30.4533    137.1601 
  10  ARMC   apref     -22.9568    145.2454 
  10  BALA   apref     -32.4608    123.8681 
  10  BBOO   apref     -32.8104    136.0587 
  10  BDLE   apref     -37.7586    147.6560 
  10  BDVL   apref     -25.9004    139.3479 
  10  BEEC   apref     -36.3464    146.6577 
  10  BING   apref     -32.4118    151.6523 
  10  BKNL   apref     -31.9963    141.4701 
  10  BNDY   apref     -24.9082    152.3210 
  10  BROC   apref     -36.0314    144.2040 
  10  BURA   apref     -30.5255    117.1746 
  10  CNBN   apref     -31.3333    149.2696 
  10  COEN   apref     -13.9588    143.1767 
  10  COOL   apref     -26.7421    145.6803 
  10  DODA   apref     -13.8346    131.1868 
  10  ESPA   apref     -33.8743    121.8943 
  10  FROY   apref     -18.1260    125.8004 
  10  GASC   apref     -24.6326    115.3386 
  10  HIL1   apref     -31.8255    115.7386 
  10  HUGH   apref     -20.9474    144.2045 
  10  HYDN   apref     -32.4494    118.8919 
  10  JAB2   apref     -12.6602    132.8945 
  10  JERV   apref     -22.8605    136.1007 
  10  JLCK   apref     -20.6693    141.7390 
  10  KALG   apref     -30.7844    121.4593 
  10  KELN   apref     -31.6223    117.7026 
  10  KGIS   apref     -39.9418    143.8471 
  10  KILK   apref     -26.0842    152.2521 
  10  LAMB   apref     -26.9386    134.0629 
  10  LARR   apref     -15.5732    133.2128 
  10  LIAW   apref     -41.9023    146.6731 
  10  LKYA   apref     -12.4555    130.8247 
  10  LONA   apref     -28.8784    121.3191 
  10  LURA   apref     -15.5775    144.4570 
  10  MAIN   apref     -14.0462    134.0929 
  10  MEDO   apref     -26.7574    114.6096 
  10  MTCV   apref     -25.9457    133.2067 
  10  MTDN   apref     -22.1328    131.4927 
  10  MTEM   apref     -37.5874    143.4489 
  10  MULG   apref     -30.2820    134.0586 
  10  NBRK   apref     -29.6772    145.8140 
  10  NEBO   apref     -21.6403    148.6985 
  10  NMTN   apref     -17.6717    141.0692 
  10  NORS   apref     -32.2600    121.7872 
  10  NSTA   apref     -29.0456    150.4441 
  10  NTJN   apref     -21.4572    133.9700 
  10  RAVN   apref     -33.5967    120.0709 
  10  RKLD   apref     -19.9676    137.8348 
  10  RNSP   apref     -18.3879    133.8165 
  10  RSBY   apref     -23.1610    150.7901 
  10  SA45   apref     -32.4703    137.9343 
  10  SPBY   apref     -42.5464    147.9308 
  10  STNY   apref     -38.3752    145.2140 
  10  THEV   apref     -32.1286    133.6968 
  10  TMBO   apref     -24.7717    146.2841 
  10  TOMP   apref     -22.8465    117.4003 
  10  TOOW   apref     -27.5344    151.9285 
  10  TURO   apref     -36.0352    150.1222 
  10  UCLA   apref     -31.6796    128.8832 
  10  WAGN   apref     -33.3331    117.4101 
  10  WLAL   apref     -19.7786    120.6435 
  10  WMGA   apref     -19.9334    134.3545 
  10  WWLG   apref     -33.7034    147.3217 
  10  YELO   apref     -31.2907    119.6458 
  11  ADE2   igsold    -34.7290    138.6473 
  11  AGGO   igs       -34.8737    -58.1399 
  11  ALGA   igsold     45.9559    -78.0714 
  11  AMMN   igsold     32.0284     35.8797 
  11  AOA1   igsold     34.1574   -118.8304 
  11  ARHT   igs       -77.8294    166.6637 
  11  ARUC   igs        40.2857     44.0856 
  11  ATRU   igs        47.1309     51.9538 
  11  AZU1   igs        34.1260   -117.8965 
  11  BAN2   igsold     13.0343     77.5116 
  11  BARB   igsold     13.0878    -59.6088 
  11  BDOS   igsold     13.0880    -59.6091 
  11  BHR3   igs        26.2091     50.6081 
  11  BIK0   igs        42.8542     74.5332 
  11  BILL   igs        33.5782   -117.0646 
  11  BLYT   igs        33.6104   -114.7149 
  11  BNOA   igs        -8.7465    115.2099 
  11  BOGT   igs         4.6401    -74.0809 
  11  BRAN   unavco     34.1849   -118.2771 
  11  BTNG   igs         1.4389    125.1904 
  11  BUE1   igsold    -34.5737    -58.5193 
  11  BUE2   igsold    -34.5737    -58.5193 
  11  CAGS   igs        45.5850    -75.8073 
  11  CARR   igsold     35.8884   -120.4308 
  11  CAT1   igsold     33.4458   -118.4830 
  11  CEBR   igs        40.4534     -4.3679 
  11  CHIL   igs        34.3334   -118.0260 
  11  CHOF   igs        35.6745    139.5311 
  11  CHTP   igsold     34.2567   -118.6416 
  11  CHWK   igs        49.1566   -122.0084 
  11  CICE   igsold     31.8713   -116.6674 
  11  CIT1   igs        34.1367   -118.1273 
  11  CLAR   igs        34.1099   -117.7088 
  11  CLGO   ngs        64.8738   -147.8605 
  11  CMP9   igs        34.3532   -118.4114 
  11  CONT   igsold    -36.8428    -73.0250 
  11  CORD   igs       -31.5284    -64.4700 
  11  COSO   igs        35.9823   -117.8089 
  11  COTE   igs       -77.8059    161.9978 
  11  CPNM   igs        10.7247     99.3744 
  11  CRFP   igs        34.0391   -117.0997 
  11  CSN1   sonel      34.2536   -118.5238 
  11  CUT0   igs       -32.0039    115.8948 
  11  CUUT   igs        13.7360    100.5339 
  11  DAE2   igs        36.3994    127.3745 
  11  DAM1   ucsd       34.3340   -118.3974 
  11  DAM2   unavco     34.3348   -118.3969 
  11  DARR   igsold    -12.8437    131.1327 
  11  DAVR   igsold    -68.5773     77.9726 
  11  DHLG   igs        33.3898   -115.7880 
  11  DLF1   igs        51.9860      4.3875 
  11  DLFT   igsold     51.9860      4.3876 
  11  DLTV   igs        11.9453    108.4818 
  11  DREJ   igsold     51.0298     13.7297 
  11  DUBR   igsold     42.6500     18.1104 
  11  DWH1   igsold     47.7741   -122.0802 
  11  DYR2   igsold     37.9157     40.2764 
  11  EIL1   igsold     64.6879   -147.1130 
  11  EIL2   igsold     64.6879   -147.1130 
  11  EIL3   igs        64.6879   -147.1130 
  11  EIL4   igs        64.6879   -147.1130 
  11  EPRT   igs        44.9087    -66.9921 
  11  ESCU   igs        47.0734    -64.7987 
  11  ESTI   igsold     13.0995    -86.3621 
  11  EURK   igsold     79.9885    -85.9399 
  11  EUSM   igs         5.1456    100.4941 
  11  FFMJ   igs        50.0906      8.6650 
  11  FRDN   igs        45.9335    -66.6599 
  11  FREE   igsold     26.7025    -78.9926 
  11  GCGO   igs        64.9781   -147.4994 
  11  GOP6   igs        49.9137     14.7856 
  11  GOP7   igs        49.9137     14.7856 
  11  GOPE   igs        49.9137     14.7856 
  11  HAL1   igs        20.7074   -156.2562 
  11  HALY   igsold     29.1389     36.0999 
  11  HAMD   igs        34.8691     48.5343 
  11  HARK   igsold    -25.8871     27.7078 
  11  HART   igsold    -25.8871     27.7078 
  11  HARV   igsold     34.4694   -120.6821 
  11  HELJ   igsold     54.1745      7.8931 
  11  HERP   igsold     50.8675      0.3362 
  11  HFLK   igsold     47.3129     11.3861 
  11  HILO   igsold     19.7192   -155.0527 
  11  HKWS   igs        22.4343    114.3354 
  11  HOB1   igsold    -42.8040    147.4399 
  11  HOLC   igsold     34.4582   -117.8452 
  11  HOLP   igs        33.9245   -118.1682 
  11  HRAG   igs       -25.8904     27.6852 
  11  HRM1   igsold     51.4537     -1.2839 
  11  HRM2   igsold     51.4537     -1.2839 
  11  HUEG   igs        47.8339      7.5962 
  11  IAVH   igsold     33.9763     -6.8667 
  11  IENG   igs        45.0151      7.6394 
  11  IGM0   igsold    -34.5722    -58.4394 
  11  INEG   igs        21.8562   -102.2842 
  11  ISTA   igs        41.1044     29.0193 
  11  IZMI   igs        38.3948     27.0818 
  11  JAB1   igsold    -12.6589    132.8939 
  11  JAMA   igsold     17.9390    -76.7809 
  11  JCTW   igs       -33.9514     18.4686 
  11  JNAV   igs        21.0046    105.8439 
  11  JPRE   igs       -25.7320     28.2826 
  11  KGN0   igsold     35.7068    139.4885 
  11  KHAR   igs        50.0051     36.2390 
  11  KIR8   igs        67.8775     21.0602 
  11  KODK   igsold     57.7351   -152.5014 
  11  KOS1   igs        52.1734      5.8182 
  11  KOU1   igsold      5.2522    -52.8060 
  11  KR0G   igsold     67.8776     21.0602 
  11  LAE1   igs        -6.6737    146.9932 
  11  LBCH   igs        33.7878   -118.2033 
  11  LCK3   igs        26.9122     80.9556 
  11  LCKI   igsold     26.9124     80.9559 
  11  LEEP   sonel      34.1346   -118.3218 
  11  LEIJ   igs        51.3540     12.3741 
  11  LHUE   igsold     21.9846   -159.3392 
  11  LIND   igsold     47.0003   -120.5385 
  11  LLAG   igs        28.4817    -16.3207 
  11  LONG   unavco     34.1119   -118.0034 
  11  M0SE   igs        41.8931     12.4933 
  11  MAD2   igs        40.4292     -4.2497 
  11  MANZ   igsold     19.0639   -104.2981 
  11  MAR7   igs        60.5951     17.2584 
  11  MASP   igsold     27.7638    -15.6330 
  11  MATG   igs        40.6490     16.7047 
  11  MATH   igsold     33.8567   -117.4368 
  11  MAYG   igs       -12.7821     45.2582 
  11  MERS   igs        36.5664     34.2559 
  11  MET3   igs        60.2175     24.3945 
  11  MFKG   igs       -25.8050     25.5400 
  11  MIKL   igs        46.9728     31.9728 
  11  MOBJ   igs        55.1149     36.5697 
  11  MOBK   igs        55.1149     36.5697 
  11  MOBN   igs        55.1149     36.5695 
  11  MOIN   igsold      6.7220    -83.0267 
  11  MORP   igs        55.2128     -1.6855 
  11  MR6G   igsold     60.5951     17.2585 
  11  MRL1   igs       -41.5762    173.7408 
  11  MRL2   igs       -41.5762    173.7408 
  11  MSKU   igsold     -1.6312     13.5520 
  11  MTBG   igsold     47.7379     16.4042 
  11  MTKA   igs        35.6795    139.5614 
  11  MTV1   igs       -34.9136    -56.1763 
  11  MTV2   igs       -34.9136    -56.1763 
  11  NCKU   igs        22.9967    120.2226 
  11  NOTO   igsold     36.8761     14.9898 
  11  NOVJ   igsold     55.0299     82.9091 
  11  NOVM   igs        55.0305     82.9095 
  11  NPLD   igsold     51.4210     -0.3396 
  11  NRC2   igsold     45.4542    -75.6238 
  11  NRL1   igs        38.8207    -77.0244 
  11  NYA2   igs        78.9303     11.8586 
  11  OAK1   igs        51.1176     -0.9051 
  11  OAK2   igs        51.1176     -0.9051 
  11  OAT2   igsold     34.3299   -118.6014 
  11  OATT   igsold     34.3301   -118.6012 
  11  OBE2   igsold     48.0861     11.2796 
  11  OBE4   igs        48.0848     11.2779 
  11  OBER   igsold     48.0861     11.2796 
  11  OBET   igsold     48.0843     11.2776 
  11  OHIZ   igsold    -63.3207    -57.9003 
  11  ONS1   igs        57.3953     11.9245 
  11  OP71   igs        48.8359      2.3350 
  11  OPMT   igs        48.8359      2.3349 
  11  ORID   igs        41.1273     20.7940 
  11  OS0G   igsold     57.3953     11.9255 
  11  OSJE   igsold     45.5608     18.6805 
  11  OSN2   igsold     37.0776    127.0240 
  11  OSN3   igs        37.0827    127.0336 
  11  OSN4   igs        37.0827    127.0336 
  11  PADO   igs        45.4112     11.8961 
  11  PALM   igs       -64.7751    -64.0511 
  11  PALV   igsold    -64.7751    -64.0511 
  11  PAMA   igsold    -17.5667   -149.5744 
  11  PBR2   igsold     11.6378     92.7122 
  11  PEN2   igs        47.7897     19.2817 
  11  PETR   igsold     53.0667    158.6070 
  11  PIN1   igs        33.6122   -116.4582 
  11  PIN2   ucsd       33.6121   -116.4576 
  11  PPPC   igs         9.7729    118.7402 
  11  PRE1   igsold    -25.7463     28.2240 
  11  PRE2   igsold    -25.7463     28.2240 
  11  PRE3   igs       -25.7465     28.2240 
  11  PRE4   igs       -25.7465     28.2240 
  11  PTBB   igs        52.2962     10.4597 
  11  PVEP   igsold     33.7433   -118.4042 
  11  QUI1   igsold     -0.2152    -78.4936 
  11  QUI2   igsold     -0.2152    -78.4936 
  11  QUI3   igs        -0.2152    -78.4936 
  11  QUI4   igs        -0.2152    -78.4936 
  11  RAEG   igs        36.9857    -25.1264 
  11  RBAY   igs       -28.7955     32.0784 
  11  RDSD   igs        18.4614    -69.9113 
  11  REYZ   igsold     64.1388    -21.9555 
  11  RGDG   igs       -53.7858    -67.7515 
  11  RIOP   igs        -1.6506    -78.6511 
  11  ROAG   igs        36.4634     -6.2063 
  11  ROAP   igsold     36.4643     -6.2063 
  11  ROCH   igsold     33.6110   -116.6098 
  11  ROCK   igs        34.2357   -118.6764 
  11  SACH   igsold     71.9903   -125.2499 
  11  SASS   igsold     54.5136     13.6433 
  11  SCIP   igs        32.9144   -118.4879 
  11  SCTB   igs       -77.8490    166.7580 
  11  SELE   igsold     43.1787     77.0169 
  11  SEME   igs        50.4327     80.2659 
  11  SFDM   igs        34.4598   -118.7545 
  11  SGPO   igs        36.6042    -97.4848 
  11  SHE2   igs        46.2207    -64.5520 
  11  SIMO   igsold    -34.1879     18.4396 
  11  SIN1   igs         1.3430    103.6794 
  11  SIO1   igsold     32.8678   -117.2523 
  11  SIO2   igsold     32.8675   -117.2524 
  11  SIO3   igsold     32.8647   -117.2504 
  11  SIO4   igsold     32.8675   -117.2525 
  11  SLOR   igsold     13.4239    -87.4365 
  11  SNI1   igs        33.2479   -119.5244 
  11  SOD3   igs        67.4208     26.3893 
  11  SOL1   igsold     38.3189    -76.4539 
  11  SPK1   igs        34.0593   -118.6462 
  11  SPTU   igs       -21.9291    -50.4924 
  11  SSIA   igs        13.6973    -89.1162 
  11  STFU   igs        37.4269   -122.1733 
  11  SUNM   igsold    -27.4849    153.0353 
  11  SUTV   igsold    -32.3802     20.8105 
  11  SUVA   igsold    -18.1459    178.4253 
  11  TAH2   igsold    -17.5770   -149.6062 
  11  TAIW   igsold     25.0213    121.5365 
  11  TANA   igs        11.5691     37.3291 
  11  TEGU   igsold     14.0905    -87.2053 
  11  TGCV   igsold     16.7548    -22.9828 
  11  THU1   igsold     76.5373    -68.7880 
  11  TID2   igsold    -35.3992    148.9800 
  11  TIT2   igs        51.0352      6.4316 
  11  TITZ   igsold     51.0353      6.4316 
  11  TIXJ   igsold     71.6345    128.8664 
  11  TOPL   igs       -10.1711    -48.3307 
  11  TRAK   igs        33.6179   -117.8034 
  11  TSK2   igs        36.1056    140.0871 
  11  TWTF   igs        24.9536    121.1645 
  11  UCAL   igs        51.0800   -114.1339 
  11  UCLP   igs        34.0691   -118.4419 
  11  UCLU   igs        48.9256   -125.5416 
  11  UNB1   igsold     45.9502    -66.6417 
  11  UNB3   igs        45.9502    -66.6417 
  11  UNBD   igs        45.9501    -66.6415 
  11  UNBN   igs        45.9502    -66.6417 
  11  UNFE   igsold     44.8330     11.5995 
  11  UNX2   igs       -33.9178    151.2319 
  11  UNX3   igs       -33.9178    151.2319 
  11  UPAD   epn        45.4067     11.8779 
  11  URAL   igs        56.8383     60.6149 
  11  USC1   unavco     34.0240   -118.2851 
  11  USN1   igsold     38.9205    -77.0663 
  11  USN7   igs        38.9206    -77.0663 
  11  USN8   igs        38.9206    -77.0663 
  11  USN9   igs        38.9206    -77.0663 
  11  USNA   igsold     38.9833    -76.4794 
  11  UTQI   igs        71.3228   -156.6150 
  11  VALD   igs        48.0971    -77.5642 
  11  VENE   igsold     45.4370     12.3320 
  11  VILL   igs        40.4436     -3.9520 
  11  VS0G   igsold     57.6539     18.3673 
  11  WAB2   igs        46.9238      7.4643 
  11  WDC3   igsold     38.9206    -77.0663 
  11  WDC4   igsold     38.9206    -77.0663 
  11  WDC5   igs        38.9206    -77.0663 
  11  WDC6   igs        38.9206    -77.0663 
  11  WEL1   igsold    -41.2726    174.7787 
  11  WEL2   igsold    -41.2726    174.7787 
  11  WETT   igsold     49.1442     12.8788 
  11  WHC1   igs        33.9799   -118.0312 
  11  WHI1   igsold     33.9738   -118.0345 
  11  WIDC   igs        33.9348   -116.3918 
  11  WLSN   igs        34.2261   -118.0559 
  11  WSLR   igsold     50.1265   -122.9212 
  11  WTZ3   igs        49.1448     12.8786 
  11  WTZJ   igsold     49.1442     12.8789 
  11  WTZS   igs        49.1448     12.8786 
  11  WTZT   igsold     49.1442     12.8789 
  11  WUH2   igs        30.5316    114.3573 
  11  XIAN   igsold     34.3687    109.2215 
  11  YAKA   igsold     62.0310    129.6810 
  11  YAKZ   igsold     62.0310    129.6810 
  11  YONS   igs        37.5411    127.0013 
  11  ZIM3   igs        46.8771      7.4650 
  11  ZIMJ   igs        46.8771      7.4651 
  11  ZIMZ   igsold     46.8771      7.4651 
  11  ZWE2   igs        55.6996     36.7580 
  11  ZWEN   igsold     55.6996     36.7580 
