,,ABMF00GLP,ABMF00GLP,ABMF00GLP,ABMF00GLP,ALIC00AUS,ALIC00AUS,ALIC00AUS,ALIC00AUS,AREG00PER,AREG00PER,AREG00PER,AREG00PER,BRST00FRA,BRST00FRA,BRST00FRA,BRST00FRA,BRUX00BEL,BRUX00BEL,BRUX00BEL,BRUX00BEL,CAS100ATA,CAS100ATA,CAS100ATA,CAS100ATA,CEBR00ESP,CEBR00ESP,CEBR00ESP,CEBR00ESP,CHPG00BRA,CHPG00BRA,CHPG00BRA,CHPG00BRA,CIBG00IDN,CIBG00IDN,CIBG00IDN,CIBG00IDN,CKIS00COK,CKIS00COK,CKIS00COK,CKIS00COK,COCO00AUS,COCO00AUS,COCO00AUS,COCO00AUS,CUUT00THA,CUUT00THA,CUUT00THA,CUUT00THA,DJIG00DJI,DJIG00DJI,DJIG00DJI,DJIG00DJI,DYNG00GRC,DYNG00GRC,DYNG00GRC,DYNG00GRC,EBRE00ESP,EBRE00ESP,EBRE00ESP,EBRE00ESP,FTNA00WLF,FTNA00WLF,FTNA00WLF,FTNA00WLF,GANP00SVK,GANP00SVK,GANP00SVK,GANP00SVK,GRAC00FRA,GRAC00FRA,GRAC00FRA,GRAC00FRA,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HOFN00ISL,HOFN00ISL,HOFN00ISL,HOFN00ISL,JFNG00CHN,JFNG00CHN,JFNG00CHN,JFNG00CHN,KARR00AUS,KARR00AUS,KARR00AUS,KARR00AUS,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRU00SWE,KIRU00SWE,KIRU00SWE,KIRU00SWE,KOUG00GUF,KOUG00GUF,KOUG00GUF,KOUG00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,KRGG00ATF,KRGG00ATF,KRGG00ATF,KRGG00ATF,LAUT00FJI,LAUT00FJI,LAUT00FJI,LAUT00FJI,LMMF00MTQ,LMMF00MTQ,LMMF00MTQ,LMMF00MTQ,MAJU00MHL,MAJU00MHL,MAJU00MHL,MAJU00MHL,MAL200KEN,MAL200KEN,MAL200KEN,MAL200KEN,MARS00FRA,MARS00FRA,MARS00FRA,MARS00FRA,MAS100ESP,MAS100ESP,MAS100ESP,MAS100ESP,MAYG00MYT,MAYG00MYT,MAYG00MYT,MAYG00MYT,MCHL00AUS,MCHL00AUS,MCHL00AUS,MCHL00AUS,MGUE00ARG,MGUE00ARG,MGUE00ARG,MGUE00ARG,MOBS00AUS,MOBS00AUS,MOBS00AUS,MOBS00AUS,MRO100AUS,MRO100AUS,MRO100AUS,MRO100AUS,NICO00CYP,NICO00CYP,NICO00CYP,NICO00CYP,NIUM00NIU,NIUM00NIU,NIUM00NIU,NIUM00NIU,NKLG00GAB,NKLG00GAB,NKLG00GAB,NKLG00GAB,NNOR00AUS,NNOR00AUS,NNOR00AUS,NNOR00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PNGM00PNG,PNGM00PNG,PNGM00PNG,PNGM00PNG,POHN00FSM,POHN00FSM,POHN00FSM,POHN00FSM,PTVL00VUT,PTVL00VUT,PTVL00VUT,PTVL00VUT,REDU00BEL,REDU00BEL,REDU00BEL,REDU00BEL,REUN00REU,REUN00REU,REUN00REU,REUN00REU,REYK00ISL,REYK00ISL,REYK00ISL,REYK00ISL,RGDG00ARG,RGDG00ARG,RGDG00ARG,RGDG00ARG,SAMO00WSM,SAMO00WSM,SAMO00WSM,SAMO00WSM,SOLO00SLB,SOLO00SLB,SOLO00SLB,SOLO00SLB,STJ300CAN,STJ300CAN,STJ300CAN,STJ300CAN,THTG00PYF,THTG00PYF,THTG00PYF,THTG00PYF,TLSE00FRA,TLSE00FRA,TLSE00FRA,TLSE00FRA,TLSG00FRA,TLSG00FRA,TLSG00FRA,TLSG00FRA,TONG00TON,TONG00TON,TONG00TON,TONG00TON,TOW200AUS,TOW200AUS,TOW200AUS,TOW200AUS,TUVA00TUV,TUVA00TUV,TUVA00TUV,TUVA00TUV,UNBN00CAN,UNBN00CAN,UNBN00CAN,UNBN00CAN,VILL00ESP,VILL00ESP,VILL00ESP,VILL00ESP,WARK00NZL,WARK00NZL,WARK00NZL,WARK00NZL,WTZR00DEU,WTZR00DEU,WTZR00DEU,WTZR00DEU,XMIS00AUS,XMIS00AUS,XMIS00AUS,XMIS00AUS,YEL200CAN,YEL200CAN,YEL200CAN,YEL200CAN
R,1P,,,,,,,,,43.6,22017.0,62.0,1.24,43.7,24806.0,101.0,1.29,,,,,42.7,27143.0,66.0,1.14,,,,,43.5,22063.0,105.0,1.38,,,,,43.6,21575.0,39.0,1.68,,,,,41.7,21543.0,68.0,1.69,42.4,23833.0,72.0,1.37,43.5,23679.0,65.0,1.3,43.4,23943.0,87.0,1.39,40.6,20227.0,148.0,1.71,42.7,25385.0,123.0,1.43,,,,,,,,,,,,,,,,,43.6,21493.0,112.0,1.45,43.6,22747.0,41.0,1.89,42.1,22142.0,271.0,1.98,,,,,,,,,,,,,,,,,43.1,21941.0,234.0,1.83,41.1,23300.0,228.0,1.38,,,,,,,,,,,,,,,,,42.6,22769.0,179.0,1.66,43.4,23784.0,70.0,1.52,,,,,,,,,42.1,23123.0,116.0,1.49,,,,,42.4,22567.0,169.0,1.65,41.4,23047.0,134.0,1.53,,,,,43.9,20957.0,120.0,1.53,42.1,23980.0,145.0,1.8,42.2,21561.0,238.0,2.11,43.7,21104.0,161.0,2.25,,,,,39.1,19902.0,155.0,1.46,,,,,43.6,26691.0,93.0,1.23,43.2,22514.0,152.0,1.68,41.0,21194.0,149.0,2.04,,,,,,,,,43.4,25430.0,79.0,1.16,,,,,41.1,20652.0,297.0,2.25,,,,,42.6,23216.0,128.0,1.78,,,,,,,,,43.8,21768.0,71.0,1.55,,,,,42.8,21465.0,113.0,1.69,,,,
S,5I,,,,,,,,,46.1,8638.0,2.0,0.58,,,,,,,,,,,,,,,,,40.5,8600.0,35.0,1.05,,,,,,,,,,,,,45.6,4614.0,25.0,0.46,45.0,7493.0,14.0,0.56,43.3,2880.0,0.0,8.12,,,,,32.2,4344.0,403.0,2.91,,,,,,,,,,,,,,,,,,,,,42.5,4609.0,16.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4,8640.0,0.0,0.55,,,,,,,,,,,,,,,,,46.1,7361.0,23.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,47.0,5722.0,13.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1,7246.0,372.0,0.93,,,,,,,,,41.5,8550.0,3.0,1.31,,,,,42.5,5080.0,213.0,1.81,45.4,8640.0,0.0,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4,8388.0,15.0,0.34
G,1W,,,,,,,,,,,,,,,,,29.8,30834.0,59.0,0.27,,,,,31.4,27848.0,85.0,0.37,,,,,,,,,,,,,30.8,30675.0,55.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,30896.0,136.0,0.41,,,,,27.5,32030.0,99.0,0.34,,,,,,,,,,,,,28.9,31355.0,125.0,0.46,27.8,32903.0,89.0,0.32,,,,,32.2,30212.0,98.0,0.39,,,,,,,,,31.8,30210.0,51.0,0.33,31.1,27145.0,59.0,0.32,,,,,,,,,,,,,,,,,31.1,26966.0,84.0,0.4,,,,,,,,,,,,,,,,,32.0,28314.0,65.0,0.38,,,,,,,,,,,,,,,,,,,,,32.0,27953.0,69.0,0.23,,,,,,,,,30.6,30055.0,57.0,0.27,,,,,32.2,30717.0,57.0,0.32,,,,,,,,,32.6,25794.0,79.0,0.37,,,,,,,,,,,,,32.6,34078.0,104.0,0.24
G,2L,,,,,,,,,,,,,,,,,41.4,18194.0,51.0,0.28,,,,,41.9,15594.0,58.0,0.37,,,,,,,,,,,,,41.2,14155.0,98.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6,18465.0,123.0,0.4,,,,,39.5,18821.0,146.0,0.4,,,,,,,,,,,,,40.9,18420.0,130.0,0.47,40.0,19439.0,90.0,0.33,,,,,41.7,16810.0,73.0,0.34,,,,,,,,,41.0,17164.0,71.0,0.34,41.2,16603.0,43.0,0.37,,,,,,,,,,,,,,,,,41.4,16084.0,59.0,0.42,,,,,,,,,,,,,,,,,42.1,15820.0,72.0,0.35,,,,,,,,,,,,,,,,,,,,,41.9,16502.0,56.0,0.25,,,,,,,,,41.4,16837.0,58.0,0.3,,,,,41.2,16909.0,36.0,0.32,,,,,,,,,42.5,14653.0,77.0,0.37,,,,,,,,,,,,,41.5,19755.0,83.0,0.27
J,2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8,2880.0,0.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4,787.0,3.0,0.55,,,,,,,,,,,,,,,,,,,,,41.6,2880.0,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,41.6,2463.0,1.0,0.27,,,,,,,,,,,,,,,,,40.5,2880.0,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8,2880.0,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,1X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1,2880.0,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,1Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7,2880.0,0.0,0.37,,,,,,,,,,,,,,,,,37.5,519.0,11.0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,2X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4,2880.0,0.0,0.25,,,,,,,,,,,,,41.0,2869.0,11.0,0.27,31.7,499.0,13.0,1.25,,,,,,,,,,,,,,,,,46.2,2081.0,12.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,5X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9,2880.0,0.0,0.0,,,,,,,,,,,,,36.9,2869.0,11.0,0.0,36.3,520.0,12.0,0.0,,,,,,,,,,,,,,,,,49.9,2081.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,6X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,2088.0,279.0,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4,2879.0,1.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,7I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1,1864.0,240.0,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,2879.0,1.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,3Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,1439.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,43.7,1058.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9,1798.0,9.0,0.0,,,,,,,,,43.0,1981.0,5.0,0.0,,,,,43.9,1520.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,44.2,2267.0,7.0,0.0
C,1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1,2879.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8,16686.0,17.0,0.12,,,,,,,,,,,,,,,,,,,,
